"","normal","uniform","pois"
"1",1.10880537959136,0.117393470834941,9
"2",0.284462201454443,0.85087182559073,13
"3",-0.129379520256319,0.503421195084229,9
"4",-0.175404439786525,0.874006018741056,14
"5",-0.879498747433361,0.178683829028159,6
"6",-0.188414087127506,0.186803099932149,11
"7",-0.348810941592451,0.532690156716853,8
"8",-0.111053862239511,0.763999659335241,18
"9",1.07324324215849,0.747235573362559,10
"10",0.395699084581121,0.262526467675343,12
"11",1.49049590835389,0.909934328636155,9
"12",-0.7280798357706,0.915340723935515,6
"13",0.670112584194134,0.804807050153613,5
"14",0.361660542638124,0.786096500232816,8
"15",0.970468877401488,0.539448300376534,9
"16",-1.10240827929813,0.218298010993749,10
"17",0.0788400793638338,0.228526228340343,9
"18",-0.468055707231237,0.866763936821371,9
"19",-0.962730472304268,0.337995641166344,8
"20",1.09065217996919,0.0949443161953241,11
"21",-1.08904124946716,0.486918047536165,13
"22",-1.78579015019974,0.158945715986192,8
"23",-1.24664498016478,0.929642444709316,11
"24",-0.782284768765418,0.0390033833682537,9
"25",-0.440559820863912,0.750736223999411,9
"26",-0.0951489195852695,0.906983692897484,12
"27",-1.47049689270959,0.0961458627134562,8
"28",-0.901831971849832,0.258203332079574,14
"29",1.84820132743503,0.132030850276351,9
"30",-1.23951099651273,0.44904727791436,7
"31",-0.57557810476948,0.424008588539436,12
"32",-1.05369584914994,0.442216883879155,5
"33",-0.5912621891357,0.630734542384744,4
"34",-0.584132550102163,0.245100607397035,14
"35",-0.220046991253384,0.427043954608962,11
"36",-1.00987797649454,0.165831601945683,5
"37",-1.25129967174655,0.509162440896034,13
"38",0.185721556771231,0.176039193058386,8
"39",0.0487149359239691,0.154583554016426,14
"40",0.719154390515792,0.546501470962539,8
"41",-1.67591873323464,0.658519403776154,9
"42",0.611217864183925,0.772026164690033,12
"43",-2.42071964345523,0.0318659441545606,11
"44",1.85727853949649,0.908757656579837,11
"45",-2.35644504143663,0.0938178398646414,18
"46",1.84070748409328,0.0114931855350733,7
"47",0.633034510153973,0.496410343796015,9
"48",-0.0681001536803456,0.28141717123799,10
"49",-1.33075893222928,0.825595179339871,9
"50",0.698758543121905,0.813158969860524,18
"51",0.209235613205913,0.0422108785714954,15
"52",0.451253765102848,0.905341545119882,13
"53",-0.064284255929819,0.0689312587492168,5
"54",0.335322702373944,0.0282186151016504,12
"55",0.292194221932146,0.716149262385443,8
"56",0.771880175790843,0.0227593744639307,9
"57",-1.44977469038037,0.440029827645048,10
"58",0.533399398897012,0.718298994237557,8
"59",-0.575961478819172,0.249663949012756,11
"60",-0.189074804421808,0.320843600435182,10
"61",1.23149255105776,0.766831408487633,13
"62",0.0491382671117402,0.711076074745506,4
"63",-0.970161977787411,0.970360471867025,9
"64",-1.55455098128694,0.924714491236955,14
"65",-0.943418211180681,0.559811513172463,3
"66",0.634159627051878,0.895569961052388,6
"67",-0.67008059877861,0.906247432110831,9
"68",-1.55610750439329,0.0381316337734461,11
"69",1.94734887603126,0.0332389017567039,11
"70",0.910917742108867,0.797361450269818,7
"71",-0.788530598316375,0.955825163051486,14
"72",0.733345698973413,0.0307680135592818,6
"73",1.94743787578166,0.224049790063873,7
"74",0.837683092885847,0.743837902555242,17
"75",-0.251173135088527,0.770397649845108,12
"76",0.892147877253227,0.298347586533055,9
"77",-0.1927027726878,0.0321038458496332,10
"78",-2.05091682890676,0.0398378539830446,12
"79",-0.626627093209498,0.146764314733446,11
"80",0.870978826133044,0.545968864811584,12
"81",1.01375113768861,0.940129918511957,12
"82",-1.78944441552731,0.0222179137635976,12
"83",0.546666873883953,0.0142617092933506,11
"84",-1.37657471702554,0.502200659597293,8
"85",0.950061711331857,0.242192086065188,13
"86",-0.00881970823037683,0.742233616765589,5
"87",1.8286634556218,0.365452303318307,7
"88",-0.0725279304591769,0.0337467661593109,3
"89",-0.180177143270154,0.53700023307465,11
"90",-0.569587204391519,0.199501357506961,8
"91",-1.18577678291164,0.857535357587039,2
"92",-0.55477463192252,0.535016985377297,12
"93",-0.857027020788924,0.06945959944278,14
"94",-0.258744961098683,0.592809858499095,15
"95",0.67245769077539,0.0235065622255206,8
"96",-0.537799065432265,0.766502255108207,8
"97",0.515319853290595,0.37642605160363,11
"98",-0.321789765112989,0.899451983626932,16
"99",1.44675470318224,0.654210196807981,13
"100",-0.772046990024662,0.982151150936261,7
